,School,Major,Sem_year,Semester,Year,Batch,Course,Credits,Grade
4427,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,A-
4428,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B
4429,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B
4430,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4431,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B-
4432,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,A-
4433,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,A-
4434,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,A-
4435,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,B
4436,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A
4437,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,B-
4438,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B
4439,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A
4440,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT201,3.0,B
4441,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4442,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4443,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,A-
4444,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,IRG102,3.0,A
4445,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,A
4446,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B
4447,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B-
4448,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,A-
4449,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A
4450,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,A
4451,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,B
4452,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,A-
4453,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,A-
4454,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,A-
4455,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,B
4456,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A
4457,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,A-
4458,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT201,3.0,B-
4459,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,COM199,4.0,A-
4460,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,A-
4461,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4462,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B
4463,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,D
4464,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,C
4465,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B-
4466,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4467,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,A-
4468,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B
4469,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,A-
4470,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,A-
4471,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4472,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,DOM401,3.0,A-
4473,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A-
4474,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,A-
4475,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,B
4476,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A
4477,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MAT284,4.0,B-
4478,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,A-
4479,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2016,MAT160,4.0,B-
4480,School of Engineering,ECE,Spring 2018,Spring,2018,2016,HIS208,3.0,C
4481,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,ENG408,3.0,A
4482,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B
4483,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,A-
4484,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,B-
4485,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,C
4486,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,C-
4487,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,B-
4488,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4489,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,B
4490,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4491,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,D
4492,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,ENG441,4.0,A
4493,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B-
4494,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,ENG342,4.0,B
4495,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,B-
4496,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,B
4497,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ENG344,4.0,A-
4498,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,IRG203,3.0,D
4499,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,B
4500,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,B-
4501,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,A-
4502,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,C-
4503,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2016,ADP100,3.0,B-
4504,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2016,IRG102,3.0,C-
4505,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2016,MKT401,3.0,C
4506,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,A-
4507,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,C-
4508,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B
4509,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,C
4510,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4511,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B
4512,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,C
4513,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4514,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,B
4515,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT101,4.0,C
4516,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B-
4517,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B-
4518,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,A
4519,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MAT284,4.0,A
4520,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,A-
4521,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B-
4522,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A-
4523,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,B-
4524,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A-
4525,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B
4526,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,B
4527,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4528,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,F
4529,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B-
4530,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,B
4531,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B-
4532,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,C
4533,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B-
4534,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4535,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,C
4536,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,C
4537,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,B-
4538,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,B
4539,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ISM101,3.0,B-
4540,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B
4541,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT201,3.0,A-
4542,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,C-
4543,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,B
4544,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B-
4545,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4546,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B-
4547,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,HIS209,3.0,D
4548,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,C
4549,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4550,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,C
4551,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B
4552,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4553,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,C
4554,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B-
4555,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT101,4.0,C-
4556,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,B-
4557,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B-
4558,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,C
4559,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A-
4560,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MAT284,4.0,D
4561,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,C
4562,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,C-
4563,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B-
4564,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,C
4565,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,ENG408,3.0,B-
4566,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,C
4567,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B
4568,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,D
4569,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B-
4570,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,C
4571,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,F
4572,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,C-
4573,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,C
4574,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,DOM401,3.0,B
4575,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,C
4576,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ENG344,4.0,A-
4577,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B-
4578,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,C-
4579,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2016,HIS209,3.0,A-
4580,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2016,HIS103,3.0,B
4581,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2016,HIS203,3.0,A-
4582,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2016,ENG244,3.0,A-
4583,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,C
4584,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4585,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B
4586,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4587,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B-
4588,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,C-
4589,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,C-
4590,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,C-
4591,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,C
4592,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,C
4593,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B
4594,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,B
4595,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A-
4596,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,F
4597,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,B
4598,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,B
4599,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MAT284,4.0,B-
4600,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,C-
4601,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B
4602,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4603,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,CED102,2.0,A
4604,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B
4605,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4606,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,B-
4607,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,C
4608,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B
4609,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B
4610,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DES101,4.0,A-
4611,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,C
4612,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4613,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,A-
4614,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,DES111,4.0,B
4615,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,C
4616,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A-
4617,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,B-
4618,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A
4619,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT201,3.0,B
4620,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B
4621,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4622,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4623,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,B
4624,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,OHM401,3.0,B-
4625,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B
4626,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B-
4627,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B-
4628,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,IRG208,3.0,F
4629,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B
4630,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,B-
4631,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B
4632,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,D
4633,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,SOC222,3.0,A-
4634,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B
4635,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A-
4636,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,C
4637,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,DOM401,3.0,B-
4638,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,F
4639,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,B
4640,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B-
4641,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,ENG408,3.0,A-
4642,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,B-
4643,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,A-
4644,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,IRG102,3.0,D
4645,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B
4646,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,C
4647,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,B
4648,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,ADP310,5.0,A-
4649,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,C
4650,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,C-
4651,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B
4652,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,B
4653,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MEC401,3.0,D
4654,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT201,3.0,C-
4655,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,B-
4656,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B-
4657,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,B-
4658,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,D
4659,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2016,HIS208,3.0,B-
4660,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2016,SOC101,3.0,A-
4661,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2016,SOC103,3.0,A-
4662,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2016,SOC321,3.0,A-
4663,School of Humanities & Soc Sci,HIS,Spring 2017,Spring,2017,2016,SOC114,3.0,B
4664,School of Humanities & Soc Sci,HIS,Spring 2018,Spring,2018,2016,SOC221,3.0,A-
4665,School of Humanities & Soc Sci,HIS,Spring 2018,Spring,2018,2016,SOC216,3.0,B-
4666,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,B
4667,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B-
4668,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,ENG304,3.0,A-
4669,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4670,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MKT201,3.0,B-
4671,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,B-
4672,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,A
4673,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,C-
4674,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,B-
4675,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,B
4676,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,C
4677,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,B
4678,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,A-
4679,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MGT201,1.5,B-
4680,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MKT401,3.0,A-
4681,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,A-
4682,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,FAC202,2.0,B-
4683,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,MAT284,4.0,B-
4684,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,A-
4685,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2016,HIS208,3.0,A-
4686,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2016,IRG206,3.0,A-
4687,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,OHM103,3.0,A-
4688,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,STM103,3.0,A-
4689,School of Mgnt & Entrepre,BMS,Monsoon 2016,Monsoon,2016,2016,DOM103,3.0,B
4690,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MGT102,3.0,A-
4691,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,MEC102,3.0,A-
4692,School of Mgnt & Entrepre,BMS,Spring 2017,Spring,2017,2016,ISM101,3.0,B-
4693,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,DOM205,3.0,A-
4694,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,STM401,3.0,B
4695,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,FAC203,2.0,A
4696,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MKT202,3.0,A-
4697,School of Mgnt & Entrepre,BMS,Monsoon 2017,Monsoon,2017,2016,MAT020,4.0,A
4698,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,OHM403,3.0,B
4699,School of Mgnt & Entrepre,BMS,Spring 2018,Spring,2018,2016,ECO102,4.0,A-
