,School,Major,Sem_year,Semester,Year,Batch,Course,Credits,Grade
0,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,ENG110,3.0,C
1,School of Engineering,EED,Spring 2015,Spring,2015,2012,HIS310,3.0,B
2,School of Engineering,EED,Spring 2015,Spring,2015,2012,HIS103,3.0,C
3,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,MED309,3.0,C-
4,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CED206,4.0,D
5,School of Engineering,EED,Spring 2016,Spring,2016,2012,FAC101,2.0,C-
6,School of Engineering,EED,Monsoon 2014,Monsoon,2014,2012,ENG110,3.0,C-
7,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,MED309,3.0,D
8,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,CED206,4.0,D
9,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2012,ENG213,3.0,D
10,School of Engineering,EED,Spring 2016,Spring,2016,2012,FAC101,2.0,C-
11,School of Engineering,ECE,Summer 2014,Summer,2014,2012,BIO201,3.0,A-
12,School of Engineering,ECE,Spring 2015,Spring,2015,2012,ADP212,5.0,A-
13,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,ECO108,4.0,B-
14,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2012,ECO314,3.0,B-
15,School of Engineering,CED,Monsoon 2014,Monsoon,2014,2012,HIS210,3.0,F
16,School of Engineering,CED,Spring 2015,Spring,2015,2012,HIS102,3.0,D
17,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2013,SOC103,3.0,F
18,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,SOC201,3.0,F
19,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2013,HIS107,3.0,F
20,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,F
21,School of Engineering,CSD,Spring 2014,Spring,2014,2013,MED101,2.0,B
22,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,MGT101,2.0,C
23,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT140,4.0,D
24,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT440,4.0,C
25,School of Engineering,CSD,Spring 2016,Spring,2016,2013,DES101,4.0,B-
26,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,HIS202,3.0,C
27,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2013,MAT284,4.0,D
28,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,F
29,School of Engineering,EED,Monsoon 2013,Monsoon,2013,2013,MED101,2.0,B-
30,School of Engineering,EED,Summer 2015,Summer,2015,2013,BIO305,3.0,B-
31,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,ENG213,3.0,A-
32,School of Engineering,EED,Monsoon 2015,Monsoon,2015,2013,HIS105,3.0,B-
33,School of Engineering,EED,Spring 2016,Spring,2016,2013,ENG425,3.0,B-
34,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,OHM103,3.0,B-
35,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,SOC114,3.0,D
36,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2013,ENG325,3.0,A-
37,School of Engineering,CSD,Monsoon 2013,Monsoon,2013,2013,MED101,2.0,B-
38,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2013,ECO101,4.0,C
39,School of Engineering,CSD,Spring 2015,Spring,2015,2013,MAT140,4.0,F
40,School of Engineering,CSD,Spring 2016,Spring,2016,2013,ECO102,4.0,F
41,School of Engineering,CSD,Summer 2017,Summer,2017,2013,MAT430,4.0,B
42,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,OHM401,3.0,C
43,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2013,HIS203,3.0,C-
44,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,EED101,5.0,W
45,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,PHY101,4.0,W
46,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,CSD101,4.0,B-
47,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,CSD201,4.0,W
48,School of Humanities & Soc Sci,ECO,Summer 2015,Summer,2015,2014,PHY101,4.0,W
49,School of Humanities & Soc Sci,ECO,Summer 2015,Summer,2015,2014,EED101,5.0,W
50,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,ART101,3.0,B
51,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,COM198,4.0,A-
52,School of Humanities & Soc Sci,ECO,Spring 2017,Spring,2017,2014,OHM401,3.0,B-
53,School of Engineering,MED,Spring 2015,Spring,2015,2014,PHY102,5.0,C-
54,School of Engineering,MED,Spring 2016,Spring,2016,2014,SOC214,3.0,F
55,School of Engineering,MED,Spring 2016,Spring,2016,2014,ART101,3.0,B
56,School of Engineering,MED,Spring 2017,Spring,2017,2014,CHD262,3.0,F
57,School of Engineering,MED,Spring 2017,Spring,2017,2014,COM198,4.0,B-
58,School of Engineering,MED,Spring 2017,Spring,2017,2014,OHM401,3.0,B
59,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,COM199,4.0,B-
60,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,COM197,6.0,B-
61,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,MKT101,2.0,F
62,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG401,3.0,A-
63,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG301,3.0,B
64,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG104,3.0,B-
65,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG443,4.0,F
66,School of Engineering,CSD,Spring 2018,Spring,2018,2014,ENG444,4.0,B-
67,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT283,4.0,F
68,School of Humanities & Soc Sci,ECO,Monsoon 2014,Monsoon,2014,2014,ENG110,3.0,C
69,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,ENG109,3.0,B
70,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,ENG411,3.0,D
71,School of Humanities & Soc Sci,ECO,Spring 2015,Spring,2015,2014,MAT084,4.0,C-
72,School of Humanities & Soc Sci,ECO,Spring 2016,Spring,2016,2014,MKT201,2.0,D
73,School of Natural Sciences,PHY,Spring 2015,Spring,2015,2014,MAT260,4.0,F
74,School of Natural Sciences,PHY,Summer 2016,Summer,2016,2014,CED202,4.0,C-
75,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,MAT434,4.0,B
76,School of Natural Sciences,PHY,Spring 2018,Spring,2018,2014,ECO101,4.0,F
77,School of Engineering,CSD,Spring 2016,Spring,2016,2014,SOC103,3.0,C
78,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,SOC113,3.0,C-
79,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MAT484,4.0,A-
80,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,IRG206,3.0,B
81,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT434,4.0,A
82,School of Engineering,CSD,Spring 2018,Spring,2018,2014,IRG203,3.0,C
83,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT280,4.0,F
84,School of Engineering,CSD,Spring 2016,Spring,2016,2014,ART101,3.0,B-
85,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT430,4.0,D
86,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,B
87,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT284,4.0,B
88,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT386,4.0,B-
89,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT430,4.0,B-
90,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MAT280,4.0,C-
91,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MAT388,4.0,B-
92,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,F
93,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,ENG401,3.0,A-
94,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG214,3.0,B
95,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG326,3.0,A-
96,School of Engineering,CSD,Spring 2017,Spring,2017,2014,ENG215,3.0,W
97,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG342,4.0,B
98,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,ENG104,3.0,F
99,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY103,5.0,D
100,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY105,2.0,F
101,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,MAT101,4.0,C
102,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,CHY111,5.0,D
103,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,PHY104,5.0,D
104,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,PHY106,2.0,F
105,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,MAT102,4.0,C
106,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,PHY201,4.0,C
107,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,PHY205,4.0,C
108,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,PHY203,3.0,C
109,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,PHY105,2.0,D
110,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,PHY202,4.0,D
111,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,PHY208,3.0,B-
112,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,PHY206,4.0,F
113,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,PHY204,3.0,D
114,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,PHY307,4.0,W
115,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,PHY303,4.0,W
116,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,PHY305,4.0,W
117,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,PHY301,4.0,W
118,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2014,PHY303,4.0,F
119,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2014,PHY305,4.0,F
120,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2014,PHY307,4.0,F
121,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2014,MAT160,4.0,C
122,School of Humanities & Soc Sci,ENG,Monsoon 2017,Monsoon,2017,2014,PHY301,4.0,F
123,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,B-
124,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT386,4.0,C
125,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MAT388,4.0,C
126,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MED309,3.0,B-
127,School of Engineering,ECE,Spring 2017,Spring,2017,2014,MAT430,4.0,F
128,School of Humanities & Soc Sci,SOC,Spring 2015,Spring,2015,2014,ENG412,3.0,F
129,School of Humanities & Soc Sci,SOC,Monsoon 2015,Monsoon,2015,2014,ECO101,4.0,B-
130,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2014,ECO102,4.0,B
131,School of Humanities & Soc Sci,SOC,Monsoon 2016,Monsoon,2016,2014,ENG430,3.0,W
132,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2014,ENG109,3.0,W
133,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,ENG341,4.0,F
134,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,OHM402,3.0,C
135,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,ENG440,4.0,A-
136,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2014,ENG245,3.0,B-
137,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2014,ENG244,3.0,B-
138,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,MAT101,4.0,C-
139,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY101,4.0,B-
140,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,EED101,5.0,F
141,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,CSD101,4.0,A-
142,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,MAT102,4.0,B-
143,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,PHY102,5.0,B-
144,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,CSD201,4.0,C
145,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,EED201,4.0,D
146,School of Humanities & Soc Sci,ENG,Summer 2015,Summer,2015,2014,EED101,5.0,B
147,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,CSD207,4.0,C-
148,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,CSD206,4.0,D
149,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,CSD205,4.0,D
150,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,EED206,5.0,C-
151,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,CSD202,4.0,B-
152,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,CSD204,4.0,C-
153,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,CSD208,4.0,C
154,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,CSD304,4.0,C-
155,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,CSD301,4.0,C-
156,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,CSD307,3.0,B
157,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2014,CSD323,3.0,F
158,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2014,CSD428,4.0,B
159,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2014,ADP110,4.0,A-
160,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2014,SOC221,3.0,A-
161,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2014,SOC321,3.0,A-
162,School of Humanities & Soc Sci,SOC,Spring 2015,Spring,2015,2014,ENG199,3.0,B
163,School of Humanities & Soc Sci,SOC,Monsoon 2015,Monsoon,2015,2014,HIS105,3.0,B-
164,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2014,HIS208,3.0,F
165,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2014,ENG109,3.0,B-
166,School of Humanities & Soc Sci,SOC,Spring 2017,Spring,2017,2014,HIS208,3.0,B-
167,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,IRG208,3.0,A
168,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,HIS311,4.0,A
169,School of Humanities & Soc Sci,SOC,Monsoon 2017,Monsoon,2017,2014,ENG440,4.0,A
170,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2014,OHM401,3.0,C-
171,School of Humanities & Soc Sci,SOC,Spring 2018,Spring,2018,2014,ENG444,4.0,B
172,School of Engineering,EED,Spring 2016,Spring,2016,2014,MAT260,4.0,A
173,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2014,MAT240,4.0,F
174,School of Engineering,EED,Spring 2017,Spring,2017,2014,MAT430,4.0,C
175,School of Engineering,EED,Spring 2017,Spring,2017,2014,MAT433,4.0,A-
176,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2014,ENG342,4.0,F
177,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2014,MAT431,4.0,F
178,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2014,MAT284,4.0,D
179,School of Engineering,CSD,Monsoon 2015,Monsoon,2015,2014,OHM101,2.0,B
180,School of Engineering,CSD,Spring 2016,Spring,2016,2014,STM101,2.0,C-
181,School of Engineering,CSD,Spring 2016,Spring,2016,2014,FAC101,2.0,B-
182,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,DOM103,3.0,C
183,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MEC102,3.0,B
184,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MED309,3.0,C
185,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MKT202,3.0,B
186,School of Engineering,CSD,Spring 2018,Spring,2018,2014,OHM401,3.0,C-
187,School of Engineering,CSD,Spring 2016,Spring,2016,2014,MAT260,4.0,B
188,School of Engineering,CSD,Summer 2016,Summer,2016,2014,MED102,3.0,B
189,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MED211,4.0,F
190,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MAT388,4.0,A-
191,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MED309,3.0,B-
192,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT386,4.0,C
193,School of Engineering,CSD,Monsoon 2014,Monsoon,2014,2014,EED105,3.0,C-
194,School of Engineering,CSD,Summer 2015,Summer,2015,2014,EED105,3.0,A-
195,School of Engineering,CSD,Summer 2016,Summer,2016,2014,EED202,3.0,B
196,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MED211,4.0,D
197,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT430,4.0,A-
198,School of Engineering,CSD,Spring 2017,Spring,2017,2014,MAT388,4.0,A-
199,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,MED309,3.0,B-
200,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT386,4.0,C-
201,School of Engineering,ECE,Spring 2016,Spring,2016,2014,ENG104,3.0,C
202,School of Engineering,ECE,Spring 2017,Spring,2017,2014,MAT280,4.0,D
203,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2014,MED309,3.0,C-
204,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2014,MAT388,4.0,B-
205,School of Natural Sciences,PHY,Summer 2016,Summer,2016,2014,EED102,3.0,B-
206,School of Natural Sciences,PHY,Monsoon 2016,Monsoon,2016,2014,MAT220,4.0,F
207,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2014,EED204,4.0,F
208,School of Natural Sciences,PHY,Monsoon 2017,Monsoon,2017,2014,MAT160,4.0,F
209,School of Engineering,CED,Monsoon 2016,Monsoon,2016,2014,ENG304,3.0,A-
210,School of Engineering,CED,Monsoon 2016,Monsoon,2016,2014,ENG110,3.0,B
211,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2014,MAT386,4.0,B
212,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2014,MAT284,4.0,C
213,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2014,ENG241,3.0,B-
214,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,EED105,3.0,B
215,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,PHY101,4.0,F
216,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,MAT101,4.0,W
217,School of Humanities & Soc Sci,ENG,Monsoon 2014,Monsoon,2014,2014,CSD101,4.0,A
218,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,CSD201,4.0,B-
219,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,EED101,5.0,D
220,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,MAT102,4.0,W
221,School of Humanities & Soc Sci,ENG,Spring 2015,Spring,2015,2014,PHY102,5.0,W
222,School of Humanities & Soc Sci,ENG,Summer 2015,Summer,2015,2014,EED101,5.0,B-
223,School of Humanities & Soc Sci,ENG,Summer 2015,Summer,2015,2014,PHY101,4.0,B-
224,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,EED201,4.0,W
225,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,MAT202,3.0,D
226,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,EED202,3.0,W
227,School of Humanities & Soc Sci,ENG,Monsoon 2015,Monsoon,2015,2014,EED206,5.0,W
228,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,EED301,3.0,W
229,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,EED204,4.0,W
230,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,EED203,4.0,B
231,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2014,EED205,4.0,W
232,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,EED302,4.0,W
233,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,EED305,4.0,W
234,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,EED304,4.0,W
235,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2014,EED306,4.0,W
236,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2014,SOC221,3.0,B
237,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2014,SOC222,3.0,B
238,School of Engineering,MED,Spring 2015,Spring,2015,2014,PHY102,5.0,B
239,School of Engineering,MED,Spring 2015,Spring,2015,2014,PHY102,5.0,D
240,School of Engineering,MED,Summer 2016,Summer,2016,2014,MAT201,4.0,B
241,School of Engineering,MED,Spring 2017,Spring,2017,2014,ENG326,3.0,A-
242,School of Engineering,MED,Spring 2017,Spring,2017,2014,ENG112,3.0,D
243,School of Engineering,MED,Spring 2017,Spring,2017,2014,CHD262,3.0,F
244,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2014,ADP310,5.0,B
245,School of Engineering,MED,Spring 2018,Spring,2018,2014,ADP101,3.0,C
246,School of Engineering,MED,Spring 2018,Spring,2018,2014,MAT386,4.0,F
247,School of Natural Sciences,PHY,Summer 2016,Summer,2016,2014,CED202,4.0,B
248,School of Natural Sciences,PHY,Monsoon 2016,Monsoon,2016,2014,MAT260,4.0,D
249,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2014,SOC220,3.0,B
250,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2014,MAT110,4.0,C
251,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2014,SOC102,3.0,C-
252,School of Natural Sciences,PHY,Spring 2017,Spring,2017,2014,IRG101,3.0,C
253,School of Natural Sciences,PHY,Monsoon 2017,Monsoon,2017,2014,ENG341,4.0,A
254,School of Natural Sciences,PHY,Monsoon 2017,Monsoon,2017,2014,MAT431,4.0,A-
255,School of Engineering,CSD,Spring 2016,Spring,2016,2014,ENG104,3.0,D
256,School of Engineering,CSD,Monsoon 2016,Monsoon,2016,2014,MAT284,4.0,D
257,School of Engineering,CSD,Monsoon 2017,Monsoon,2017,2014,DOM103,3.0,D
258,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT388,4.0,B
259,School of Engineering,CSD,Spring 2018,Spring,2018,2014,MAT283,4.0,C
260,School of Engineering,MED,Spring 2015,Spring,2015,2014,PHY102,5.0,F
261,School of Humanities & Soc Sci,SOC,Spring 2015,Spring,2015,2014,ENG109,3.0,B-
262,School of Humanities & Soc Sci,SOC,Spring 2016,Spring,2016,2014,HIS208,3.0,F
263,School of Engineering,ECE,Spring 2015,Spring,2015,2014,STM101,2.0,D
264,School of Engineering,ECE,Monsoon 2015,Monsoon,2015,2014,ECO108,4.0,B
265,School of Engineering,ECE,Spring 2016,Spring,2016,2014,HIS208,3.0,F
266,School of Engineering,ECE,Spring 2016,Spring,2016,2014,ENG104,3.0,F
267,School of Engineering,MED,Monsoon 2015,Monsoon,2015,2015,MAT201,4.0,F
268,School of Engineering,MED,Spring 2016,Spring,2016,2015,PHY102,5.0,C-
269,School of Engineering,MED,Monsoon 2016,Monsoon,2016,2015,MAT201,4.0,D
270,School of Engineering,MED,Spring 2017,Spring,2017,2015,CED308,4.0,C
271,School of Engineering,MED,Monsoon 2017,Monsoon,2017,2015,CED405,3.0,B-
272,School of Engineering,MED,Spring 2018,Spring,2018,2015,CED307,4.0,A-
273,School of Engineering,MED,Spring 2018,Spring,2018,2015,ECO101,4.0,C-
274,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,DES101,4.0,A-
275,School of Engineering,ECE,Spring 2017,Spring,2017,2015,DES111,4.0,B
276,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,DES131,4.0,A-
277,School of Engineering,ECE,Spring 2018,Spring,2018,2015,DES121,4.0,A-
278,School of Natural Sciences,MAT,Spring 2016,Spring,2016,2015,ADP115,3.0,B
279,School of Natural Sciences,MAT,Monsoon 2016,Monsoon,2016,2015,COM199,4.0,A-
280,School of Natural Sciences,MAT,Spring 2017,Spring,2017,2015,COM193,4.0,B
281,School of Natural Sciences,MAT,Spring 2017,Spring,2017,2015,COM197,6.0,A-
282,School of Natural Sciences,MAT,Spring 2017,Spring,2017,2015,ADP100,3.0,B-
283,School of Engineering,CED,Monsoon 2016,Monsoon,2016,2015,ENG104,3.0,B
284,School of Engineering,CED,Spring 2017,Spring,2017,2015,ENG327,3.0,B
285,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2015,ENG441,4.0,A
286,School of Engineering,CED,Monsoon 2017,Monsoon,2017,2015,ENG241,3.0,A-
287,School of Engineering,EED,Spring 2017,Spring,2017,2015,PHY206,4.0,A-
288,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,HIS201,3.0,B-
289,School of Engineering,EED,Spring 2018,Spring,2018,2015,HIS206,3.0,B
290,School of Engineering,EED,Spring 2018,Spring,2018,2015,PHY208,3.0,A-
291,School of Engineering,EED,Monsoon 2016,Monsoon,2016,2015,CSD207,4.0,AP
292,School of Engineering,EED,Spring 2017,Spring,2017,2015,MAT386,4.0,A
293,School of Engineering,EED,Monsoon 2017,Monsoon,2017,2015,MAT160,4.0,B
294,School of Engineering,EED,Spring 2018,Spring,2018,2015,MAT434,4.0,A
295,School of Humanities & Soc Sci,ENG,Spring 2016,Spring,2016,2015,HIS102,3.0,A-
296,School of Humanities & Soc Sci,ENG,Monsoon 2016,Monsoon,2016,2015,CSD101,4.0,F
297,School of Humanities & Soc Sci,ENG,Spring 2017,Spring,2017,2015,HIS320,4.0,F
298,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,SOC203,3.0,D
299,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,SOC321,3.0,D
300,School of Humanities & Soc Sci,ENG,Spring 2018,Spring,2018,2015,HIS104,3.0,F
301,School of Engineering,ECE,Monsoon 2016,Monsoon,2016,2015,ECO101,4.0,C-
302,School of Engineering,ECE,Spring 2017,Spring,2017,2015,ECO102,4.0,A-
303,School of Engineering,ECE,Monsoon 2017,Monsoon,2017,2015,HIS203,3.0,B-
304,School of Engineering,ECE,Spring 2018,Spring,2018,2015,HIS206,3.0,B
