,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
254,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]",[],[],"[""'PHY207'"", "" 'CED206'""]","[""'B'"", "" 'B'""]","[""'MED210'""]","[""'B-'""]",,,,
255,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C'""]",[],[],"["" 'OHM203'"", "" 'COM193'""]","["" 'B'"", "" 'A-'""]","["" 'COM199'""]","["" 'A-'""]","["" 'COM196'""]","["" 'A-'""]",,,,
256,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'SOC103'""]","["" 'A-'""]","["" 'CED206'""]","["" 'B-'""]","[""'OHM401'"", "" 'ECO101'""]","[""'C-'"", "" 'B-'""]",,,,
257,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"[""'COM198'"", "" 'COM199'""]","[""'A-'"", "" 'A'""]","[""'ADP100'"", "" 'COM197'"", "" 'COM196'""]","[""'B'"", "" 'A'"", "" 'A'""]",,,,,,,,
258,School of Natural Sciences,PHY,2015,[],[],"[""'ART101'""]","[""'A'""]","["" 'SOC114'"", "" 'MAT260'""]","["" 'A'"", "" 'B'""]","["" 'MAT430'""]","["" 'B-'""]",[],[],"[""'MAT434'"", "" 'MAT284'""]","[""'A'"", "" 'B'""]",,,,
259,School of Engineering,CHD,2015,[],[],[],[],[],[],"[""'IRG101'"", "" 'BIO307'""]","[""'B'"", "" 'B'""]","["" 'ECO101'"", "" 'CED206'""]","["" 'C-'"", "" 'B'""]",[],[],,,,
260,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'MAT102'""]","["" 'B-'""]","["" 'MAT390'""]","["" 'B'""]","["" 'MAT386'"", "" 'MAT110'""]","["" 'A-'"", "" 'B'""]","[""'MAT388'"", "" 'MAT280'""]","[""'C'"", "" 'B-'""]",[],[],,,,
261,School of Engineering,EED,2015,[],[],"["" 'HIS214'""]","["" 'A-'""]",[],[],"["" 'HIS104'""]","["" 'A'""]",[],[],"["" 'HIS206'""]","["" 'A'""]",,,,
262,School of Engineering,ECE,2015,[],[],[],[],"[""'CSD207'""]","[""'B-'""]",[],[],"[""'MKT202'""]","[""'A-'""]","[""'MKT401'"", "" 'OHM401'""]","[""'A-'"", "" 'B'""]",,,,
263,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'ISM101'""]","["" 'B-'""]","["" 'FAC203'"", "" 'OHM401'""]","["" 'B-'"", "" 'B-'""]","[""'MGT201'"", "" 'MGT102'"", "" 'MEC102'""]","[""'C'"", "" 'B-'"", "" 'B'""]",,,,
264,School of Engineering,ECE,2015,[],[],[],[],[],[],[],[],"[""'ECO101'"", "" 'MKT202'""]","[""'C'"", "" 'A'""]","[""'ADP100'"", "" 'COM199'""]","[""'A-'"", "" 'B'""]",,,,
265,School of Engineering,ECE,2015,[],[],[],[],"["" 'OHM401'""]","["" 'B-'""]","["" 'CED308'""]","["" 'B-'""]",,,,,,,,
266,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'"", "" 'OHM203'""]","["" 'A-'"", "" 'A-'""]","[""'ECO301'"", "" 'ECO203'""]","[""'A-'"", "" 'A-'""]","[""'ECO221'""]","[""'A'""]",,,,
267,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","[""'PHY102'""]","[""'D'""]",[],[],"["" 'CED308'""]","["" 'C'""]","["" 'PHY207'""]","["" 'B-'""]","["" 'MAT283'""]","["" 'D'""]",,,,
268,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","[""'PHY102'""]","[""'B'""]","["" 'STM302'""]","["" 'A-'""]","[""'HIS104'""]","[""'A-'""]","["" 'HIS201'""]","["" 'A-'""]","[""'ECO101'""]","[""'B-'""]",,,,
269,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO301'"", "" 'ECO203'""]","[""'B'"", "" 'B'""]","[""'ECO221'""]","[""'B'""]",,,,
270,School of Engineering,CSD,2015,[],[],[],[],"["" 'STM302'"", "" 'ECO101'""]","["" 'B'"", "" 'C-'""]","[""'OHM203'"", "" 'ISM101'""]","[""'B'"", "" 'B'""]","["" 'MKT202'"", "" 'FAC203'""]","["" 'A'"", "" 'B-'""]","[""'MGT201'"", "" 'FAC202'"", "" 'MGT102'""]","[""'C'"", "" 'A-'"", "" 'A-'""]",,,,
271,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO203'""]","["" 'B'""]","[""'OHM401'""]","[""'B'""]",,,,
272,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'A-'""]","[""'ECO102'""]","[""'A'""]","[""'ECO203'"", "" 'ECO301'""]","[""'B'"", "" 'A'""]","[""'ECO221'""]","[""'A-'""]",,,,
273,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","[""'PHY102'""]","[""'C-'""]","["" 'ECO101'""]","["" 'C'""]","[""'ECO102'"", "" 'OHM203'""]","[""'A-'"", "" 'B-'""]","["" 'ECO301'""]","["" 'C-'""]","["" 'OHM401'"", "" 'CED308'"", "" 'ECO327'""]","["" 'B'"", "" 'B'"", "" 'A'""]",,,,
274,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'B'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO301'"", "" 'ECO203'""]","[""'A-'"", "" 'B'""]","[""'ECO221'""]","[""'B-'""]",,,,
275,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'C-'""]",[],[],"["" 'COM198'""]","["" 'A'""]","["" 'ADP310'"", "" 'COM199'""]","["" 'A'"", "" 'A-'""]","["" 'COM196'""]","["" 'A-'""]",,,,
276,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C-'""]",[],[],"["" 'CED315'"", "" 'CED308'""]","["" 'B-'"", "" 'B-'""]","[""'PHY207'"", "" 'OHM401'""]","[""'C-'"", "" 'B-'""]","["" 'ECO101'""]","["" 'D'""]",,,,
277,School of Engineering,CSD,2015,[],[],[],[],"["" 'STM302'""]","["" 'A-'""]","["" 'MEC102'"", "" 'OHM203'""]","["" 'A-'"", "" 'B'""]","[""'OHM401'"", "" 'FAC203'""]","[""'A'"", "" 'B'""]","["" 'DOM401'"", "" 'MAT442'""]","["" 'A-'"", "" 'A-'""]",,,,
278,School of Engineering,EED,2015,[],[],"[""'ENG104'"", "" 'CHY402'""]","[""'W'"", "" 'W'""]","[""'BDA655'""]","[""'C'""]","["" 'HIS206'""]","["" 'F'""]",,,,,,,,
279,School of Natural Sciences,PHY,2015,[],[],"[""'MAT284'""]","[""'C-'""]","["" 'SOC114'""]","["" 'B'""]","[""'MAT260'"", "" 'MAT431'""]","[""'B'"", "" 'B'""]","[""'MAT240'""]","[""'D'""]","["" 'MAT444'""]","["" 'B-'""]",,,,
280,School of Engineering,EED,2015,[],[],[],[],"[""'SOC315'""]","[""'B'""]","["" 'SOC202'""]","["" 'B'""]","[""'HIS201'"", "" 'SOC115'""]","[""'B'"", "" 'D'""]","[""'SOC222'"", "" 'SOC203'""]","[""'B'"", "" 'C-'""]",,,,
281,School of Engineering,EED,2015,[],[],[],[],"[""'COM199'""]","[""'A'""]","["" 'COM193'""]","["" 'A-'""]","[""'CED206'""]","[""'B'""]","[""'COM197'""]","[""'A'""]",,,,
282,School of Engineering,ECE,2015,[],[],[],[],"["" 'MED208'""]","["" 'C-'""]","["" 'CED315'""]","["" 'B-'""]","[""'CED405'""]","[""'B-'""]","["" 'MED210'"", "" 'CED307'""]","["" 'B-'"", "" 'B-'""]",,,,
283,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","["" 'MKT201'""]","["" 'B'""]","["" 'ECO301'"", "" 'OHM401'""]","["" 'A-'"", "" 'A'""]","[""'MAT160'""]","[""'C'""]",,,,
284,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'B-'""]","[""'MAT430'""]","[""'A-'""]","["" 'MAT280'"", "" 'MAT431'""]","["" 'A'"", "" 'A'""]",[],[],,,,
285,School of Engineering,CED,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO301'""]","["" 'A'""]","[""'ECO327'""]","[""'A-'""]",,,,
286,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"["" 'COM199'"", "" 'COM198'""]","["" 'B-'"", "" 'A-'""]","["" 'COM197'"", "" 'HIS208'""]","["" 'B'"", "" 'B-'""]",,,,,,,,
287,School of Engineering,ECE,2015,"["" 'ENG104'""]","["" 'B'""]","["" 'HIS104'""]","["" 'B-'""]","["" 'HIS201'""]","["" 'A-'""]",,,,,,,,,,
288,School of Natural Sciences,BIO,2015,[],[],"["" 'CHY211'""]","["" 'C-'""]","["" 'CHY213'""]","["" 'B-'""]","[""'CHY221'""]","[""'B-'""]","["" 'CHY352'""]","["" 'C'""]",,,,,,
289,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'ART101'"", "" 'HIS202'""]","["" 'C'"", "" 'B'""]","["" 'HIS204'""]","["" 'D'""]","["" 'HIS209'""]","["" 'F'""]","[""'HIS201'""]","[""'C'""]","[""'HIS209'""]","[""'F'""]",,,,
290,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'HIS104'""]","["" 'B-'""]","["" 'FAC203'"", "" 'CHD211'""]","["" 'C'"", "" 'C-'""]","[""'MAT160'""]","[""'B-'""]",,,,
291,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","[""'PHY102'""]","[""'C-'""]",[],[],"["" 'MAT430'""]","["" 'C'""]","["" 'PHY207'""]","["" 'C-'""]","["" 'CED308'"", "" 'OHM401'""]","["" 'B'"", "" 'B-'""]",,,,
292,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'C'""]","[""'BDA650'"", "" 'BDA690'""]","[""'A-'"", "" 'B'""]","["" 'BDA655'"", "" 'MAT280'""]","["" 'A-'"", "" 'A-'""]","["" 'MAT230'""]","["" 'A-'""]",,,,
293,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'PHY206'""]","["" 'B'""]","[""'PHY207'""]","[""'B-'""]","[""'CED308'""]","[""'B'""]",,,,
294,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO203'""]","["" 'A-'""]",,,,,,
295,School of Natural Sciences,BIO,2015,[],[],"["" 'CHY211'""]","["" 'B'""]","["" 'CHY213'""]","["" 'B'""]","["" 'CHY221'""]","["" 'A-'""]","["" 'CHY352'""]","["" 'B-'""]",,,,,,
296,School of Humanities & Soc Sci,SOC,2015,"[""'MAT101'"", "" 'ECO101'""]","[""'W'"", "" 'B-'""]","["" 'MAT284'"", "" 'ENG114'"", "" 'ECO102'""]","["" 'W'"", "" 'A-'"", "" 'B'""]","[""'ECO221'"", "" 'ENG235'"", "" 'ECO203'"", "" 'ECO301'"", "" 'ENG110'"", "" 'MAT101'""]","[""'W'"", "" 'B'"", "" 'A-'"", "" 'B'"", "" 'W'"", "" 'W'""]","["" 'ENG215'"", "" 'ECO401'"", "" 'MAT110'"", "" 'ECO302'""]","["" 'A-'"", "" 'B'"", "" 'W'"", "" 'W'""]","["" 'ECO415'"", "" 'ECO402'"", "" 'ECO354'""]","["" 'B'"", "" 'W'"", "" 'B-'""]",[],[],,,,
297,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"["" 'OHM103'"", "" 'STM302'""]","["" 'A-'"", "" 'C'""]","["" 'OHM203'"", "" 'ADP100'"", "" 'MEC102'""]","["" 'B'"", "" 'B'"", "" 'B-'""]","[""'OHM401'""]","[""'B-'""]","[""'MKT201'"", "" 'DOM401'""]","[""'C-'"", "" 'B'""]",,,,
298,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'C-'""]","[""'SOC101'""]","[""'B-'""]","[""'SOC211'"", "" 'SOC103'""]","[""'D'"", "" 'A-'""]","["" 'SOC201'""]","["" 'W'""]",[],[],,,,
299,School of Engineering,ECE,2015,[],[],"[""'SOC114'""]","[""'A-'""]","["" 'IRG206'"", "" 'HIS102'""]","["" 'C'"", "" 'D'""]",[],[],,,,,,,,
300,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C'""]","["" 'PHY102'""]","["" 'C'""]","["" 'COM193'""]","["" 'A-'""]","[""'COM198'""]","[""'A'""]","["" 'COM199'""]","["" 'A-'""]","[""'ENG444'""]","[""'B'""]",,,,
301,School of Engineering,EED,2015,[],[],[],[],[],[],[],[],"["" 'FAC203'"", "" 'OHM401'""]","["" 'F'"", "" 'B'""]","[""'MKT201'"", "" 'MAT386'"", "" 'MGT102'"", "" 'ADP100'""]","[""'B'"", "" 'B'"", "" 'A'"", "" 'B'""]",,,,
302,School of Engineering,ECE,2015,[],[],[],[],"[""'HIS202'""]","[""'A'""]",[],[],"[""'IRG206'""]","[""'B'""]","["" 'IRG202'"", "" 'IRG203'"", "" 'ADP100'""]","["" 'A-'"", "" 'B-'"", "" 'A-'""]",,,,
303,School of Engineering,EED,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","[""'ECO102'""]","[""'A-'""]","["" 'ECO203'""]","["" 'B'""]","["" 'ECO375'"", "" 'ECO221'""]","["" 'B-'"", "" 'A-'""]",,,,
304,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'A'""]","["" 'BDA650'"", "" 'MAT442'""]","["" 'A-'"", "" 'A'""]",,,,,,,,
305,School of Engineering,ECE,2015,[],[],[],[],"[""'ECO101'""]","[""'A-'""]","["" 'ECO102'""]","["" 'A'""]","["" 'ECO203'""]","["" 'A'""]","[""'ECO221'"", "" 'ECO375'""]","[""'A'"", "" 'C'""]",,,,
306,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'C-'""]",[],[],"["" 'MAT280'"", "" 'MAT240'""]","["" 'A'"", "" 'C-'""]","["" 'MAT230'""]","["" 'A'""]",,,,
307,School of Engineering,CSD,2015,[],[],[],[],"["" 'OHM103'""]","["" 'B'""]",[],[],"[""'OHM401'"", "" 'CED206'"", "" 'PHY207'""]","[""'B-'"", "" 'B-'"", "" 'C'""]","[""'MEC102'""]","[""'C'""]",,,,
308,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C-'""]","["" 'DES101'""]","["" 'B'""]","["" 'DES111'""]","["" 'B'""]","[""'DES131'""]","[""'A-'""]","["" 'DES121'""]","["" 'B'""]",,,,
309,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],"[""'MAT390'"", "" 'COM199'""]","[""'B'"", "" 'A-'""]","[""'COM197'"", "" 'MAT110'""]","[""'A'"", "" 'A-'""]","["" 'IRG206'"", "" 'MAT484'""]","["" 'B'"", "" 'B'""]","["" 'IRG203'"", "" 'COM196'""]","["" 'B-'"", "" 'A-'""]",,,,
310,School of Engineering,ECE,2015,"["" 'ECO101'""]","["" 'C'""]","[""'ECO102'""]","[""'B'""]","[""'ECO203'"", "" 'FAC203'"", "" 'OHM401'""]","[""'B'"", "" 'B-'"", "" 'B-'""]","[""'ECO221'"", "" 'MKT401'"", "" 'DOM401'""]","[""'C'"", "" 'B'"", "" 'B'""]",,,,,,,,
311,School of Humanities & Soc Sci,ENG,2015,[],[],"["" 'SOC103'""]","["" 'B-'""]",[],[],"["" 'HIS208'""]","["" 'C-'""]","["" 'SOC317'""]","["" 'F'""]",,,,,,
312,School of Natural Sciences,BIO,2015,[],[],"[""'CHY211'""]","[""'C'""]","[""'CHY213'""]","[""'B-'""]","[""'CHY221'""]","[""'A-'""]","[""'ADP110'"", "" 'OHM401'""]","[""'AP'"", "" 'B'""]",,,,,,
313,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'A'""]","["" 'ECO301'"", "" 'ECO102'""]","["" 'B'"", "" 'A-'""]","[""'ECO354'"", "" 'ECO203'""]","[""'B'"", "" 'B'""]","[""'ECO221'""]","[""'A-'""]",,,,
314,School of Natural Sciences,PHY,2015,[],[],[],[],"[""'IRG208'""]","[""'B-'""]","[""'ENG444'""]","[""'B'""]",,,,,,,,
315,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],"["" 'MAT390'""]","["" 'B'""]",[],[],,,,,,,,
316,School of Natural Sciences,MAT,2015,[],[],"["" 'ADP112'""]","["" 'A-'""]",[],[],"["" 'ADP100'""]","["" 'B'""]",[],[],[],[],,,,
317,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'HIS202'"", "" 'HIS213'""]","["" 'C-'"", "" 'C-'""]","[""'OHM103'""]","[""'B'""]","[""'OHM401'"", "" 'OHM203'""]","[""'C'"", "" 'B-'""]",[],[],[],[],,,,
318,School of Engineering,CSD,2015,[],[],[],[],"["" 'STM302'""]","["" 'A-'""]","["" 'OHM203'"", "" 'MEC102'""]","["" 'A-'"", "" 'A'""]","["" 'FAC203'"", "" 'OHM401'""]","["" 'A-'"", "" 'A-'""]","[""'DOM401'""]","[""'A'""]",,,,
319,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","["" 'PHY102'""]","["" 'D'""]","["" 'ENG104'""]","["" 'A-'""]","[""'MKT201'"", "" 'ISM101'"", "" 'PHY102'""]","[""'B-'"", "" 'A-'"", "" 'C'""]",[],[],"[""'MKT202'""]","[""'A'""]","[""'FAC202'"", "" 'OHM401'"", "" 'ADP110'""]","[""'A-'"", "" 'A-'"", "" 'A-'""]",,
320,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C'""]","[""'PHY102'""]","[""'C'""]",[],[],"["" 'CED308'"", "" 'CED315'""]","["" 'B-'"", "" 'A-'""]","[""'CHD213'""]","[""'D'""]","["" 'OHM401'"", "" 'CED307'""]","["" 'B'"", "" 'A-'""]",,,,
321,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'A'""]","["" 'PHY102'""]","["" 'A-'""]","["" 'DES101'""]","["" 'A'""]","[""'OHM203'"", "" 'DES111'""]","[""'A-'"", "" 'A-'""]","[""'DES131'"", "" 'IRG206'""]","[""'A-'"", "" 'A'""]","[""'DES121'"", "" 'IRG203'""]","[""'A'"", "" 'B'""]",,,,
322,School of Engineering,CSD,2015,[],[],[],[],[],[],"["" 'OHM203'"", "" 'ISM101'""]","["" 'B-'"", "" 'A-'""]","[""'IRG208'"", "" 'OHM401'"", "" 'MAT442'""]","[""'A-'"", "" 'B'"", "" 'A-'""]","["" 'MAT434'""]","["" 'A'""]",,,,
323,School of Engineering,CSD,2015,[],[],[],[],[],[],[],[],"[""'OHM401'"", "" 'MAT160'"", "" 'FAC203'""]","[""'B'"", "" 'F'"", "" 'B'""]","["" 'MEC102'""]","["" 'B-'""]",,,,
324,School of Engineering,CSD,2015,[],[],[],[],"["" 'OHM103'""]","["" 'B'""]","["" 'MEC102'""]","["" 'A-'""]","["" 'FAC203'"", "" 'OHM401'""]","["" 'A-'"", "" 'A-'""]","["" 'DOM401'""]","["" 'B'""]",,,,
325,School of Engineering,ECE,2015,"["" 'DES101'""]","["" 'B-'""]","["" 'DES111'""]","["" 'B'""]","[""'DES131'""]","[""'A-'""]",,,,,,,,,,
326,School of Natural Sciences,BIO,2015,[],[],"["" 'HIS102'""]","["" 'A-'""]","["" 'CHY213'""]","["" 'A-'""]","["" 'CHY221'""]","["" 'A'""]","[""'CHY352'""]","[""'A-'""]",,,,,,
327,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'MAT431'""]","["" 'C-'""]","["" 'MAT160'""]","["" 'C'""]","[""'OHM401'""]","[""'A-'""]",,,,
328,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'A-'""]","["" 'MAT442'""]","["" 'B'""]","[""'MAT280'""]","[""'A'""]","[""'MAT230'""]","[""'A-'""]",,,,
329,School of Engineering,ECE,2015,[],[],[],[],"[""'SOC101'"", "" 'DES101'""]","[""'B-'"", "" 'B'""]","[""'DES111'"", "" 'SOC211'""]","[""'B-'"", "" 'A-'""]",[],[],"[""'SOC217'"", "" 'DES131'"", "" 'SOC204'""]","[""'A-'"", "" 'B'"", "" 'B-'""]","[""'SOC321'"", "" 'DES121'""]","[""'C-'"", "" 'A-'""]",,
330,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","["" 'PHY102'""]","["" 'C-'""]",[],[],"["" 'EED102'""]","["" 'F'""]","["" 'PHY207'""]","["" 'A'""]","[""'OHM401'"", "" 'ECO101'"", "" 'CED308'""]","[""'A-'"", "" 'B-'"", "" 'B'""]",,,,
331,School of Engineering,MED,2015,"[""'MAT201'""]","[""'B'""]","["" 'PHY102'""]","["" 'B'""]",[],[],"["" 'MAT430'""]","["" 'B'""]","[""'CED405'""]","[""'A'""]","["" 'CED308'"", "" 'OHM401'""]","["" 'A-'"", "" 'A-'""]",,,,
332,School of Engineering,EED,2015,[],[],[],[],"["" 'ECO101'""]","["" 'F'""]",[],[],"["" 'CED206'""]","["" 'B'""]","["" 'OHM401'"", "" 'ECO101'""]","["" 'B-'"", "" 'B-'""]",,,,
333,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'MAT431'""]","["" 'A-'""]",[],[],"[""'MAT386'"", "" 'MAT434'""]","[""'C'"", "" 'A'""]",,,,
334,School of Engineering,CSD,2015,[],[],[],[],"["" 'COM199'""]","["" 'B'""]","[""'COM197'""]","[""'B-'""]","[""'ADP310'""]","[""'B'""]",[],[],,,,
335,School of Engineering,EED,2015,[],[],[],[],"[""'COM199'""]","[""'B-'""]",[],[],"[""'ENG240'""]","[""'A-'""]",[],[],,,,
336,School of Humanities & Soc Sci,ECO,2015,[],[],"[""'SOC112'"", "" 'MAT102'""]","[""'A'"", "" 'B'""]","["" 'MAT280'""]","["" 'B'""]","["" 'MAT388'"", "" 'MAT110'""]","["" 'A'"", "" 'A-'""]","[""'MAT160'"", "" 'MAT484'""]","[""'A-'"", "" 'A'""]",[],[],,,,
337,School of Natural Sciences,PHY,2015,[],[],"["" 'ENG327'""]","["" 'A'""]","[""'SOC114'""]","[""'A-'""]","["" 'MAT430'""]","["" 'C'""]","[""'HIS203'"", "" 'ENG240'""]","[""'D'"", "" 'A-'""]","[""'HIS209'""]","[""'B-'""]",,,,
338,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'D'""]","["" 'MKT201'""]","["" 'A-'""]","["" 'OHM401'"", "" 'IRG208'""]","["" 'B'"", "" 'B'""]",[],[],,,,
339,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO203'"", "" 'ECO354'"", "" 'ECO301'""]","["" 'B-'"", "" 'B'"", "" 'B'""]",,,,,,
340,School of Humanities & Soc Sci,ECO,2016,[],[],[],[],"[""'ENG215'""]","[""'B'""]","["" 'MAT484'"", "" 'ENG441'""]","["" 'B'"", "" 'A'""]","["" 'CSD101'"", "" 'COM199'"", "" 'ENG446'""]","["" 'B-'"", "" 'B'"", "" 'A-'""]",,,,,,
341,School of Engineering,EED,2015,[],[],[],[],"["" 'DES101'""]","["" 'A'""]","[""'DES111'""]","[""'B'""]","["" 'DES131'""]","["" 'B'""]","["" 'DES121'""]","["" 'A-'""]",,,,
342,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO203'""]","[""'B'""]","[""'ECO101'"", "" 'ECO221'""]","[""'B-'"", "" 'B-'""]",,,,
343,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","[""'PHY102'""]","[""'C'""]","["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'"", "" 'CED315'""]","["" 'B'"", "" 'B-'""]","[""'ECO301'"", "" 'CED405'""]","[""'C'"", "" 'B'""]",[],[],,,,
344,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'PHY206'""]","["" 'B-'""]","[""'CED206'""]","[""'B'""]","[""'MAT160'"", "" 'MAT434'""]","[""'C'"", "" 'A-'""]",,,,
345,School of Engineering,MED,2015,"[""'MAT201'""]","[""'A-'""]","["" 'PHY102'""]","["" 'A-'""]","[""'PHY207'""]","[""'A-'""]","[""'PHY202'"", "" 'PHY208'""]","[""'B'"", "" 'A-'""]","["" 'PHY305'"", "" 'PHY201'""]","["" 'B-'"", "" 'A-'""]","[""'PHY306'"", "" 'PHY302'""]","[""'B'"", "" 'A-'""]",,,,
346,School of Engineering,ECE,2015,[],[],[],[],"[""'ECO101'""]","[""'C-'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'BIO201'""]","["" 'A-'""]","[""'MAT434'"", "" 'MAT386'""]","[""'A-'"", "" 'C'""]",,,,
347,School of Engineering,MED,2015,"[""'MAT201'""]","[""'B'""]","["" 'PHY102'""]","["" 'A-'""]","[""'ECO101'""]","[""'C-'""]","["" 'ECO422'"", "" 'ECO102'""]","["" 'B'"", "" 'A-'""]","[""'ECO301'""]","[""'C'""]","["" 'ECO327'""]","["" 'A-'""]",,,,
348,School of Engineering,CED,2015,[],[],"["" 'HIS214'""]","["" 'B'""]",[],[],"[""'MED101'"", "" 'CSD201'""]","[""'B'"", "" 'D'""]","[""'MAT160'""]","[""'C'""]","[""'ECO101'""]","[""'B-'""]",,,,
349,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'B-'""]","[""'BDA650'"", "" 'BDA690'"", "" 'MAT430'""]","[""'B-'"", "" 'C'"", "" 'B'""]","[""'MAT280'"", "" 'MAT431'""]","[""'B'"", "" 'A'""]","["" 'MAT434'""]","["" 'A'""]",,,,
350,School of Engineering,EED,2015,[],[],[],[],"[""'CSD207'""]","[""'B'""]",[],[],"[""'CED206'""]","[""'A-'""]","[""'MED210'"", "" 'CED205'"", "" 'OHM401'""]","[""'B-'"", "" 'B'"", "" 'B'""]",,,,
351,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'HIS104'""]","["" 'B'""]","["" 'HIS102'""]","["" 'B'""]","[""'HIS206'"", "" 'CED205'""]","[""'B'"", "" 'B-'""]",,,,
352,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'MAT102'""]","["" 'A'""]","[""'MAT390'"", "" 'MAT260'""]","[""'A'"", "" 'B'""]","["" 'MAT388'"", "" 'MAT490'"", "" 'MAT110'""]","["" 'A'"", "" 'A'"", "" 'A-'""]","[""'MAT484'"", "" 'IRG208'""]","[""'A'"", "" 'A'""]","["" 'MAT230'""]","["" 'A-'""]",,,,
353,School of Engineering,CED,2015,[],[],[],[],[],[],"["" 'MAT430'"", "" 'ADP110'""]","["" 'F'"", "" 'D'""]",,,,,,,,
354,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","[""'MAT084'""]","[""'B-'""]","[""'MAT160'""]","[""'C'""]","["" 'MED210'""]","["" 'B-'""]",,,,
355,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'D'""]",[],[],"["" 'CHD211'"", "" 'PHY207'""]","["" 'C'"", "" 'B'""]","["" 'MAT434'""]","["" 'A-'""]",,,,
