,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
356,School of Engineering,CSD,2015,[],[],[],[],"[""'MAT284'"", "" 'MAT260'""]","[""'B'"", "" 'B-'""]","[""'BDA650'"", "" 'BDA690'""]","[""'B-'"", "" 'B'""]","["" 'OHM401'"", "" 'MAT431'""]","["" 'B'"", "" 'A'""]",[],[],,,,
357,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'ENG216'"", "" 'ENG114'""]","["" 'C-'"", "" 'B-'""]","["" 'OHM103'""]","["" 'B'""]",[],[],"["" 'ENG442'"", "" 'HIS203'""]","["" 'B'"", "" 'F'""]",[],[],,,,
358,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","[""'PHY102'""]","[""'C'""]","[""'ECO101'""]","[""'B'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO301'""]","["" 'B-'""]","[""'ECO327'""]","[""'A'""]",,,,
359,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","["" 'PHY102'""]","["" 'B-'""]","["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'"", "" 'CED315'""]","["" 'A'"", "" 'B'""]","["" 'CED405'"", "" 'ECO301'""]","["" 'B'"", "" 'A-'""]","["" 'ECO221'""]","["" 'B'""]",,,,
360,School of Humanities & Soc Sci,ENG,2015,[],[],"["" 'SOC103'""]","["" 'B-'""]","[""'COM193'""]","[""'B'""]","["" 'COM198'""]","["" 'A-'""]",,,,,,,,
361,School of Engineering,EED,2015,[],[],[],[],[],[],[],[],"[""'MKT202'""]","[""'A'""]","[""'ENG142'"", "" 'OHM401'""]","[""'C'"", "" 'A-'""]",,,,
362,School of Natural Sciences,CHY,2015,"["" 'MAT201'""]","["" 'B-'""]","["" 'BIO113'"", "" 'PHY104'"", "" 'MAT203'""]","["" 'B-'"", "" 'C-'"", "" 'C'""]","["" 'BIO201'"", "" 'PHY255'""]","["" 'A-'"", "" 'C-'""]","["" 'PHY202'"", "" 'MAT084'""]","["" 'F'"", "" 'C'""]","[""'BIO202'"", "" 'BIO204'""]","[""'C-'"", "" 'B-'""]","["" 'BIO206'"", "" 'BIO205'""]","["" 'C'"", "" 'B'""]",,,,
363,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'B-'""]","["" 'MKT201'""]","["" 'C'""]","[""'MAT431'"", "" 'OHM401'"", "" 'PHY207'""]","[""'A'"", "" 'B'"", "" 'A'""]","[""'OHM403'""]","[""'A-'""]",,,,
364,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'COM193'"", "" 'ISM101'""]","["" 'A-'"", "" 'B'""]","[""'COM199'""]","[""'B'""]","["" 'COM197'""]","["" 'A-'""]",,,,
365,School of Engineering,CHD,2015,[],[],[],[],[],[],"["" 'BIO307'""]","["" 'B'""]","["" 'CED206'"", "" 'ADP112'""]","["" 'A-'"", "" 'A-'""]","[""'ECO101'""]","[""'B-'""]",,,,
366,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","[""'PHY102'""]","[""'C-'""]",[],[],"["" 'MAT430'""]","["" 'B-'""]","[""'CED405'""]","[""'B-'""]","[""'COM199'"", "" 'ADP110'""]","[""'B'"", "" 'A-'""]",,,,
367,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD207'""]","["" 'C'""]","[""'MAT386'""]","[""'A'""]","["" 'MAT160'""]","["" 'C'""]","[""'MAT434'""]","[""'A-'""]",,,,
368,School of Engineering,CSD,2015,[],[],[],[],[],[],[],[],"[""'PHY207'"", "" 'CHD211'""]","[""'B'"", "" 'D'""]","["" 'CED307'""]","["" 'C-'""]",,,,
369,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'""]","["" 'A'""]","[""'ECO203'""]","[""'B'""]","[""'OHM401'""]","[""'A-'""]",,,,
370,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'HIS202'"", "" 'HIS104'""]","["" 'B'"", "" 'B'""]","["" 'HIS102'""]","["" 'B'""]","[""'HIS209'""]","[""'A-'""]","[""'HIS201'""]","[""'B'""]","[""'ADP100'""]","[""'A'""]",,,,
371,School of Engineering,EED,2015,[],[],[],[],[],[],[],[],"["" 'MAT280'""]","["" 'A-'""]","["" 'OHM401'"", "" 'MAT386'""]","["" 'A-'"", "" 'A'""]",,,,
372,School of Engineering,ECE,2015,[],[],[],[],"["" 'ENG104'""]","["" 'C'""]",[],[],"["" 'CED206'""]","["" 'A'""]","["" 'OHM401'"", "" 'ADP110'""]","["" 'A-'"", "" 'AP'""]",,,,
373,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'""]","["" 'A'""]","["" 'ECO203'""]","["" 'B'""]","[""'ECO221'""]","[""'B'""]",,,,
374,School of Engineering,CSD,2015,[],[],"["" 'OHM203'"", "" 'HIS104'""]","["" 'B-'"", "" 'C'""]","["" 'FAC203'"", "" 'OHM401'"", "" 'CHD211'""]","["" 'C-'"", "" 'B-'"", "" 'D'""]","["" 'MGT102'"", "" 'MEC102'""]","["" 'B'"", "" 'B'""]",,,,,,,,
375,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","["" 'PHY102'""]","["" 'C'""]","[""'ENG301'"", "" 'ENG104'""]","[""'A-'"", "" 'A-'""]","["" 'SOC211'"", "" 'SOC103'""]","["" 'C-'"", "" 'B'""]","[""'ENG440'"", "" 'SOC317'""]","[""'A-'"", "" 'B'""]","["" 'SOC221'"", "" 'ENG245'""]","["" 'A'"", "" 'B'""]",,,,
376,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],"["" 'COM198'"", "" 'HIS301'""]","["" 'A-'"", "" 'B'""]","[""'COM193'"", "" 'HIS201'"", "" 'IRG101'""]","[""'A-'"", "" 'A-'"", "" 'C'""]","[""'ARC101'"", "" 'COM199'"", "" 'MAT390'"", "" 'ENG440'""]","[""'A-'"", "" 'A'"", "" 'AP'"", "" 'A-'""]","[""'ENG142'"", "" 'HIS104'"", "" 'COM196'"", "" 'CSD101'""]","[""'A'"", "" 'A-'"", "" 'A'"", "" 'C'""]",,,,
377,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"["" 'SOC114'"", "" 'COM198'""]","["" 'A'"", "" 'A'""]","[""'SOC103'""]","[""'B'""]","["" 'IRG106'"", "" 'IRG206'""]","["" 'A-'"", "" 'B'""]","[""'IRG202'"", "" 'IRG203'"", "" 'HIS103'""]","[""'A-'"", "" 'B'"", "" 'A'""]",,,,
378,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'CED307'""]","["" 'B'""]","["" 'CED206'""]","["" 'A'""]","[""'OHM401'"", "" 'MGT201'""]","[""'B'"", "" 'C'""]",,,,
379,School of Engineering,CSD,2015,[],[],[],[],"[""'MAT260'"", "" 'ECO101'""]","[""'B-'"", "" 'C'""]","["" 'MAT442'""]","["" 'B'""]","[""'MAT431'"", "" 'MAT280'"", "" 'BDA655'""]","[""'A'"", "" 'B'"", "" 'A-'""]","[""'MAT246'""]","[""'A-'""]",,,,
380,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C-'""]",[],[],"["" 'HIS104'"", "" 'CED315'""]","["" 'D'"", "" 'B'""]","[""'CED405'""]","[""'B'""]","["" 'OHM401'""]","["" 'B'""]",,,,
381,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'C-'""]","[""'CSD202'""]","[""'C'""]","["" 'CED206'""]","["" 'B'""]","["" 'MAT434'""]","["" 'A'""]",,,,
382,School of Engineering,EED,2015,[],[],[],[],"[""'COM199'""]","[""'B'""]",[],[],"[""'CED206'"", "" 'PHY207'""]","[""'B'"", "" 'B'""]",[],[],,,,
383,School of Engineering,EED,2015,[],[],[],[],[],[],[],[],"["" 'ADP310'""]","["" 'A-'""]","[""'COM199'""]","[""'B'""]",,,,
384,School of Humanities & Soc Sci,ENG,2015,[],[],"[""'SOC103'""]","[""'A'""]","["" 'SOC301'"", "" 'SOC101'""]","["" 'A-'"", "" 'A'""]","["" 'SOC220'"", "" 'SOC211'""]","["" 'A-'"", "" 'A'""]","[""'SOC201'"", "" 'SOC317'""]","[""'A-'"", "" 'B'""]","["" 'SOC412'"", "" 'SOC221'""]","["" 'B'"", "" 'A-'""]",,,,
385,School of Natural Sciences,PHY,2015,[],[],"[""'MAT440'""]","[""'C'""]","["" 'SOC114'""]","["" 'B'""]",[],[],"["" 'CED206'""]","["" 'B'""]","["" 'ADP110'"", "" 'MAT434'""]","["" 'A-'"", "" 'A'""]",,,,
386,School of Natural Sciences,MAT,2015,[],[],"["" 'ADP115'""]","["" 'B-'""]",[],[],[],[],"[""'ADP112'""]","[""'B-'""]","["" 'OHM401'""]","["" 'B'""]",,,,
387,School of Engineering,CED,2015,[],[],[],[],"[""'COM199'""]","[""'A-'""]","[""'COM198'""]","[""'A'""]","["" 'CHD213'""]","["" 'C'""]",[],[],,,,
388,School of Engineering,MED,2015,"[""'MAT201'""]","[""'B-'""]","[""'PHY102'""]","[""'D'""]","["" 'DES101'""]","["" 'B-'""]","["" 'DES111'""]","["" 'B'""]","[""'PHY102'""]","[""'D'""]","[""'DES131'""]","[""'B-'""]","["" 'DES121'""]","["" 'B'""]",,
389,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","[""'PHY102'""]","[""'D'""]","[""'MAT201'""]","[""'A-'""]","[""'DES101'""]","[""'B'""]","[""'DES111'""]","[""'B'""]","["" 'DES131'""]","["" 'B'""]","["" 'DES121'""]","["" 'A-'""]",,
390,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'A'""]","["" 'DES101'""]","["" 'A-'""]","[""'OHM203'"", "" 'DES111'""]","[""'A-'"", "" 'A-'""]","[""'IRG206'"", "" 'DES131'""]","[""'B'"", "" 'A-'""]","["" 'DES121'""]","["" 'A-'""]",,,,
391,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'D'""]","[""'MAT442'""]","[""'B'""]","["" 'MAT160'"", "" 'IRG208'""]","["" 'A-'"", "" 'A-'""]","[""'MAT246'""]","[""'A'""]",,,,
392,School of Engineering,ECE,2015,[],[],[],[],[],[],"[""'MAT431'"", "" 'MAT386'""]","[""'A-'"", "" 'A-'""]","["" 'MAT160'""]","["" 'B'""]","[""'MAT442'""]","[""'A-'""]",,,,
393,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'C-'""]",[],[],"[""'CED206'""]","[""'B-'""]","["" 'OHM401'""]","["" 'B'""]",,,,
394,School of Engineering,CSD,2015,[],[],[],[],"[""'MAT260'"", "" 'MAT284'""]","[""'B-'"", "" 'C'""]","[""'BDA650'"", "" 'BDA690'""]","[""'B-'"", "" 'C-'""]","["" 'FAC203'""]","["" 'C'""]","["" 'MAT434'""]","["" 'A-'""]",,,,
395,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A'""]","[""'ECO101'"", "" 'ECO203'"", "" 'ECO301'""]","[""'C-'"", "" 'B'"", "" 'A-'""]","["" 'ECO221'""]","["" 'A'""]",,,,
396,School of Natural Sciences,MAT,2015,[],[],"[""'CHY120'"", "" 'ENG104'""]","[""'B'"", "" 'C'""]","["" 'PHY105'""]","["" 'A'""]",[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]",,,,
397,School of Engineering,MED,2015,"[""'MAT201'""]","[""'A-'""]","[""'PHY102'""]","[""'A-'""]","["" 'CSD201'""]","["" 'A-'""]","["" 'MKT201'"", "" 'OHM401'""]","["" 'C'"", "" 'C'""]","["" 'CHD213'""]","["" 'B-'""]","[""'MAT160'"", "" 'IRG203'""]","[""'B-'"", "" 'C'""]",,,,
398,School of Engineering,EED,2015,[],[],"["" 'OHM401'""]","["" 'B'""]","["" 'CED206'""]","["" 'A-'""]","[""'MAT386'""]","[""'C'""]",,,,,,,,
399,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],"[""'MAT390'""]","[""'B-'""]","[""'IRG101'"", "" 'MKT201'""]","[""'B-'"", "" 'B-'""]","[""'MAT484'""]","[""'B'""]","[""'IRG203'"", "" 'CSD101'""]","[""'C'"", "" 'B'""]",,,,
400,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","[""'PHY102'""]","[""'C'""]","[""'ECO101'""]","[""'B-'""]","["" 'CED307'"", "" 'ECO102'""]","["" 'B-'"", "" 'B-'""]","[""'ECO301'""]","[""'C'""]","[""'ECO221'"", "" 'ECO327'""]","[""'B-'"", "" 'A-'""]",,,,
401,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'MAT260'""]","["" 'B-'""]","["" 'MAT390'""]","["" 'C-'""]","["" 'MAT388'""]","["" 'A-'""]","["" 'ADP112'""]","["" 'A'""]","[""'MAT386'"", "" 'CSD101'""]","[""'B'"", "" 'B-'""]",,,,
402,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD207'"", "" 'FAC203'""]","["" 'A-'"", "" 'C'""]","[""'FAC202'"", "" 'OHM401'"", "" 'DOM401'"", "" 'MED210'""]","[""'D'"", "" 'B-'"", "" 'B-'"", "" 'D'""]",,,,,,,,
403,School of Engineering,CSD,2015,[],[],[],[],"[""'MAT260'""]","[""'C-'""]","["" 'BDA650'""]","["" 'B-'""]","["" 'MAT442'"", "" 'ECO101'""]","["" 'B-'"", "" 'A-'""]","["" 'MED210'"", "" 'OHM401'""]","["" 'B'"", "" 'A'""]",,,,
404,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'ISM101'""]","["" 'B'""]","[""'OHM401'""]","[""'A-'""]","[""'MAT160'"", "" 'MAT442'""]","[""'B'"", "" 'B-'""]",,,,
405,School of Natural Sciences,PHY,2015,[],[],"["" 'MAT440'""]","["" 'B'""]","["" 'MAT240'"", "" 'MAT442'""]","["" 'C-'"", "" 'A-'""]","["" 'MAT430'"", "" 'MAT260'""]","["" 'B'"", "" 'A'""]","[""'MAT232'""]","[""'A-'""]",[],[],,,,
406,School of Engineering,CSD,2015,"[""'EED102'""]","[""'B'""]",[],[],[],[],[],[],"[""'BDA655'"", "" 'MAT160'""]","[""'A'"", "" 'A'""]","[""'EED350'""]","[""'A'""]",,,,
407,School of Engineering,CED,2015,[],[],"["" 'ENG104'""]","["" 'A-'""]","["" 'SOC101'""]","["" 'A'""]","[""'SOC103'"", "" 'SOC211'""]","[""'A'"", "" 'A'""]","[""'SOC201'"", "" 'SOC204'""]","[""'A-'"", "" 'A-'""]","[""'SOC321'""]","[""'B'""]",,,,
408,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO203'""]","[""'B-'""]","["" 'ECO221'""]","["" 'A-'""]",,,,
409,School of Engineering,CED,2015,[],[],[],[],"[""'EED202'""]","[""'D'""]",[],[],,,,,,,,
410,School of Engineering,EED,2015,[],[],[],[],"["" 'CSD207'""]","["" 'C'""]","[""'MAT431'""]","[""'C'""]","["" 'CED206'""]","["" 'A-'""]","[""'DOM401'"", "" 'MEC102'""]","[""'B'"", "" 'A-'""]",,,,
411,School of Natural Sciences,MAT,2015,"[""'ECO108'""]","[""'A-'""]","["" 'ADP112'""]","["" 'A-'""]","[""'ADP212'""]","[""'B'""]","["" 'ADP214'"", "" 'ADP100'""]","["" 'A'"", "" 'A-'""]","["" 'ADP310'""]","["" 'A-'""]","[""'ADP110'""]","[""'A'""]",,,,
412,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","[""'PHY102'""]","[""'B'""]","["" 'DES101'""]","["" 'B'""]","["" 'DES111'""]","["" 'B'""]","["" 'DES131'""]","["" 'A-'""]","["" 'DES121'""]","["" 'A-'""]",,,,
413,School of Engineering,ECE,2015,[],[],[],[],[],[],"[""'COM193'""]","[""'A-'""]","[""'OHM401'"", "" 'COM199'""]","[""'A-'"", "" 'A-'""]","[""'COM196'"", "" 'COM197'""]","[""'A-'"", "" 'A'""]",,,,
414,School of Engineering,ECE,2015,[],[],[],[],"[""'OHM103'""]","[""'B'""]","["" 'ISM101'""]","["" 'A-'""]","["" 'CED405'""]","["" 'B'""]","[""'MED210'"", "" 'OHM401'""]","[""'B-'"", "" 'A-'""]",,,,
415,School of Engineering,ECE,2015,[],[],[],[],[],[],"[""'HIS104'""]","[""'C-'""]","[""'OHM401'""]","[""'A-'""]","["" 'MEC102'""]","["" 'D'""]",,,,
416,School of Engineering,MED,2015,"[""'MAT201'""]","[""'B-'""]","["" 'PHY102'""]","["" 'C'""]","[""'ECO101'""]","[""'C-'""]","["" 'COM193'""]","["" 'A-'""]","["" 'CED405'""]","["" 'B'""]","["" 'OHM401'"", "" 'ECO102'"", "" 'CED308'""]","["" 'A-'"", "" 'A-'"", "" 'B'""]",,,,
417,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","["" 'PHY102'""]","["" 'B-'""]","["" 'SOC113'""]","["" 'B-'""]","["" 'OHM203'"", "" 'SOC114'""]","["" 'C'"", "" 'A-'""]","["" 'IRG206'""]","["" 'B'""]","[""'IRG203'"", "" 'IRG204'""]","[""'B'"", "" 'B-'""]",,,,
418,School of Engineering,CSD,2015,[],[],[],[],[],[],"[""'MED101'""]","[""'B'""]","["" 'CED206'"", "" 'PHY207'""]","["" 'B-'"", "" 'B'""]","[""'CED307'""]","[""'B'""]",,,,
419,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT284'""]","["" 'B'""]","["" 'OHM203'"", "" 'ISM101'""]","["" 'B'"", "" 'B'""]",,,,,,,,
420,School of Engineering,CED,2015,"["" 'SOC101'"", "" 'ENG104'""]","["" 'A'"", "" 'C'""]","["" 'SOC211'""]","["" 'B'""]","["" 'SOC204'""]","["" 'B-'""]",[],[],,,,,,,,
421,School of Engineering,ECE,2015,[],[],[],[],"["" 'DES101'""]","["" 'A-'""]","["" 'DES111'""]","["" 'B'""]","[""'DES131'"", "" 'ADP310'""]","[""'B-'"", "" 'A-'""]","[""'DES121'""]","[""'A-'""]",,,,
422,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'MAT431'""]","["" 'B-'""]","["" 'MAT280'""]","["" 'B-'""]","["" 'MAT434'""]","["" 'A'""]",,,,
423,School of Engineering,MED,2015,"[""'MAT201'""]","[""'A-'""]","["" 'PHY102'""]","["" 'A-'""]","["" 'PHY207'""]","["" 'A'""]","["" 'PHY202'"", "" 'PHY208'""]","["" 'A'"", "" 'A-'""]","[""'PHY305'"", "" 'PHY201'""]","[""'B'"", "" 'A'""]","[""'PHY302'"", "" 'PHY306'""]","[""'A-'"", "" 'A-'""]",,,,
424,School of Humanities & Soc Sci,ECO,2015,"["" 'PHY101'"", "" 'CED102'"", "" 'EED101'"", "" 'MAT201'"", "" 'MED102'""]","["" 'F'"", "" 'C-'"", "" 'W'"", "" 'D'"", "" 'W'""]","[""'MED101'"", "" 'MAT203'"", "" 'CSD101'"", "" 'PHY102'""]","[""'C'"", "" 'B'"", "" 'B'"", "" 'C'""]","[""'EED101'"", "" 'PHY101'""]","[""'W'"", "" 'C-'""]","[""'MED208'"", "" 'MED201'"", "" 'MED102'"", "" 'MAT205'"", "" 'MED211'"", "" 'MED203'""]","[""'W'"", "" 'W'"", "" 'W'"", "" 'C'"", "" 'W'"", "" 'W'""]","["" 'COM198'""]","["" 'C'""]",[],[],"["" 'ENG243'""]","["" 'B'""]",,
425,School of Engineering,CED,2015,[],[],[],[],"["" 'ENG104'""]","["" 'A-'""]","["" 'SOC103'""]","["" 'B'""]","["" 'SOC217'"", "" 'SOC204'""]","["" 'A-'"", "" 'B-'""]","[""'SOC221'""]","[""'A-'""]",,,,
426,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","["" 'PHY102'""]","["" 'C'""]","["" 'CED304'""]","["" 'C'""]","["" 'CED315'""]","["" 'B'""]","["" 'CED405'""]","["" 'A-'""]","[""'CED308'"", "" 'CED307'""]","[""'A'"", "" 'A-'""]",,,,
427,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'B-'""]","["" 'DES101'""]","["" 'A-'""]","["" 'DES111'""]","["" 'A-'""]","[""'DES131'""]","[""'A-'""]","[""'DES121'"", "" 'OHM401'""]","[""'A-'"", "" 'A-'""]",,,,
428,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'COM193'""]","["" 'A-'""]","[""'COM199'""]","[""'A-'""]","["" 'COM197'""]","["" 'A'""]",,,,
429,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'D'""]","[""'ISM101'"", "" 'OHM203'""]","[""'B-'"", "" 'B'""]","["" 'OHM401'""]","["" 'B-'""]","[""'MGT102'"", "" 'IRG204'""]","[""'A-'"", "" 'B'""]",,,,
430,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"["" 'COM199'""]","["" 'A-'""]","[""'SOC103'""]","[""'B-'""]","[""'IRG206'"", "" 'SOC115'""]","[""'C'"", "" 'B-'""]","["" 'COM197'"", "" 'SOC221'""]","["" 'A-'"", "" 'D'""]",,,,
431,School of Engineering,ECE,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO203'""]","["" 'B'""]","["" 'ECO221'""]","["" 'A'""]",,,,
432,School of Engineering,EED,2015,[],[],[],[],"[""'ECO101'""]","[""'B-'""]","[""'ECO102'""]","[""'A'""]","[""'ECO203'""]","[""'A'""]","["" 'OHM401'""]","["" 'A-'""]",,,,
433,School of Natural Sciences,CHY,2015,"["" 'MAT201'""]","["" 'C'""]","[""'BIO113'"", "" 'MAT203'"", "" 'PHY104'""]","[""'B-'"", "" 'B-'"", "" 'D'""]","[""'BIO201'"", "" 'BIO202'"", "" 'PHY255'""]","[""'A-'"", "" 'B-'"", "" 'B'""]","[""'PHY202'"", "" 'MAT084'""]","[""'D'"", "" 'D'""]","[""'BIO204'""]","[""'A-'""]","["" 'BIO205'"", "" 'BIO206'""]","["" 'B'"", "" 'B-'""]",,,,
434,School of Engineering,ECE,2015,[],[],[],[],"[""'CSD207'""]","[""'B-'""]","[""'ISM101'""]","[""'B'""]","["" 'MKT202'""]","["" 'A'""]",,,,,,
435,School of Natural Sciences,BIO,2015,[],[],"[""'CHY211'""]","[""'B'""]","[""'CHY213'""]","[""'B'""]","[""'CHY221'""]","[""'B'""]","[""'CHY352'"", "" 'PHY202'""]","[""'B'"", "" 'D'""]",,,,,,
436,School of Engineering,EED,2015,[],[],[],[],"[""'OHM103'"", "" 'ECO101'""]","[""'A-'"", "" 'C'""]",[],[],"[""'FAC203'""]","[""'B'""]",[],[],,,,
437,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'MAT260'""]","["" 'B'""]","["" 'MAT390'""]","["" 'B'""]","[""'MAT388'"", "" 'MAT110'"", "" 'ENG215'""]","[""'A-'"", "" 'A-'"", "" 'A-'""]","["" 'MAT280'"", "" 'ENG440'""]","["" 'B-'"", "" 'A-'""]","[""'IRG204'"", "" 'IRG203'""]","[""'A'"", "" 'B'""]",,,,
438,School of Engineering,CSD,2015,[],[],[],[],[],[],"["" 'SOC103'"", "" 'SOC114'""]","["" 'A'"", "" 'D'""]","["" 'HIS204'"", "" 'HIS102'""]","["" 'C'"", "" 'A-'""]","[""'HIS103'"", "" 'ADP100'""]","[""'B-'"", "" 'C-'""]",,,,
439,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'F'""]","[""'PHY102'""]","[""'D'""]","[""'MAT201'""]","[""'B'""]",[],[],"["" 'CSD201'""]","["" 'D'""]",[],[],"[""'EED102'""]","[""'F'""]",,
440,School of Natural Sciences,PHY,2015,[],[],"[""'CSD101'""]","[""'C'""]","["" 'ENG104'""]","["" 'F'""]","[""'OHM203'"", "" 'SOC103'""]","[""'C-'"", "" 'C'""]",,,,,,,,
441,School of Engineering,CHD,2015,[],[],[],[],[],[],"["" 'IRG101'""]","["" 'C'""]","["" 'CED206'"", "" 'ADP112'"", "" 'ADP310'""]","["" 'B'"", "" 'A-'"", "" 'A-'""]",[],[],,,,
442,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO203'""]","["" 'A-'""]","[""'ECO221'"", "" 'ECO375'""]","[""'B-'"", "" 'C'""]",,,,
443,School of Natural Sciences,PHY,2015,[],[],"[""'MAT440'""]","[""'B'""]","[""'CHY211'"", "" 'MAT260'"", "" 'MAT544'""]","[""'A-'"", "" 'A'"", "" 'A-'""]","["" 'MAT542'"", "" 'BDA690'""]","["" 'A'"", "" 'A-'""]","[""'CHY311'"", "" 'BDA655'""]","[""'A-'"", "" 'A'""]",[],[],,,,
444,School of Engineering,CSD,2015,[],[],[],[],[],[],"["" 'MAT431'""]","["" 'C'""]","[""'MAT442'"", "" 'IRG208'""]","[""'C'"", "" 'B'""]","[""'MAT160'"", "" 'MAT434'""]","[""'B-'"", "" 'A'""]",,,,
445,School of Natural Sciences,PHY,2015,[],[],[],[],"[""'SOC114'"", "" 'CHY211'""]","[""'B-'"", "" 'B'""]","[""'MAT431'""]","[""'A'""]","[""'IRG206'"", "" 'MAT160'""]","[""'A-'"", "" 'B'""]","[""'MAT434'"", "" 'MAT284'""]","[""'A'"", "" 'B'""]",,,,
446,School of Humanities & Soc Sci,ECO,2015,[],[],"[""'SOC112'""]","[""'B'""]","["" 'HIS206'"", "" 'HIS102'""]","["" 'B'"", "" 'A-'""]","[""'MAT110'""]","[""'B'""]","[""'MAT484'"", "" 'IRG106'""]","[""'B-'"", "" 'A-'""]","["" 'IRG204'"", "" 'OHM403'""]","["" 'B-'"", "" 'A'""]",,,,
447,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C'""]",[],[],"[""'ENG327'"", "" 'ENG326'"", "" 'COM198'""]","[""'B'"", "" 'A-'"", "" 'A'""]","[""'ADP310'"", "" 'COM199'""]","[""'B'"", "" 'A'""]","["" 'COM196'""]","["" 'A-'""]",,,,
448,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'B-'""]",[],[],"["" 'CED315'"", "" 'ENG327'""]","["" 'B'"", "" 'C'""]","["" 'PHY207'"", "" 'ADP310'""]","["" 'A-'"", "" 'B'""]","["" 'ENG245'""]","["" 'B'""]",,,,
449,School of Engineering,CED,2015,[],[],[],[],"[""'OHM103'"", "" 'BIO104'""]","[""'B'"", "" 'B'""]","["" 'CSD201'""]","["" 'B'""]","["" 'MAT160'"", "" 'OHM401'""]","["" 'B'"", "" 'A-'""]",[],[],,,,
450,School of Natural Sciences,PHY,2015,[],[],[],[],,,,,,,,,,,,
451,School of Humanities & Soc Sci,ENG,2015,[],[],"[""'SOC103'""]","[""'B-'""]","[""'HIS202'""]","[""'B-'""]","["" 'HIS208'""]","["" 'F'""]","[""'IRG107'""]","[""'C-'""]","[""'ADP101'""]","[""'B'""]",,,,
